item_code,item_name,famille,sous_famille,sous_famille_code,nouveau_code,nouvelle_description
770502022,ROULEMENT 7208 BEP,ME,ME-RO,RO,ME-RO-720-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770502023,ROULEMENT 7207,ME,ME-RO,RO,ME-RO-720-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770503019,ROULEMENT 7305 BECBP,ME,ME-RO,RO,ME-RO-730-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770503023,ROULEMENT 7307 BEP,ME,ME-RO,RO,ME-RO-730-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770503025,ROULEMENT 7309 BEP,ME,ME-RO,RO,ME-RO-730-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770503027,ROULEMENT SKF 7310 BEP,ME,ME-RO,RO,ME-RO-731-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770503028,ROULEMENT 7312 BECBP,ME,ME-RO,RO,ME-RO-731-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770503038,ROULEMENT 7309 BECBP BEARING 7309 BECBP,ME,ME-RO,RO,ME-RO-730-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770503730,ROULEMENT 7313 BEP,ME,ME-RO,RO,ME-RO-731-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770512031,ROULEMENT SKF 7215 BEP,ME,ME-RO,RO,ME-RO-721-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770522014,ROULEMENT 3201,ME,ME-RO,RO,ME-RO-012-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770522017,ROULEMENT 3204,ME,ME-RO,RO,ME-RO-020-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770522018,ROULEMENT 32021 X/Q,ME,ME-RO,RO,ME-RO-320-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770522020,ROULEMENT 3206 2RS1,ME,ME-RO,RO,ME-RO-030-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770532009,ROULEMENT 3016 K,ME,ME-RO,RO,ME-RO-301-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770532123,ROULEMENT 3207 ATN9,ME,ME-RO,RO,ME-RO-035-012,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770532130,ROULEMENT 3213,ME,ME-RO,RO,ME-RO-065-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770533120,ROULEMENT 32309,ME,ME-RO,RO,ME-RO-323-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770533123,ROULEMENT 3307,ME,ME-RO,RO,ME-RO-035-013,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770533124,ROULEMENT 3308,ME,ME-RO,RO,ME-RO-040-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770533125,ROULEMENT 3309   ATN9,ME,ME-RO,RO,ME-RO-045-008,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770533126,ROULEMENT NJ2307E C3,ME,ME-RO,RO,ME-RO-NJ2-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770533127,ROULEMENT 2307,ME,ME-RO,RO,ME-RO-035-014,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770533205,ROULEMENT 33205,ME,ME-RO,RO,ME-RO-332-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770611015,ROULEMENT 51102,ME,ME-RO,RO,ME-RO-511-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770611016,ROULEMENT 51103,ME,ME-RO,RO,ME-RO-511-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770611029,ROULEMENT 51113,ME,ME-RO,RO,ME-RO-511-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770611034,ROULEMENT 51117,ME,ME-RO,RO,ME-RO-511-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770611041,ROULEMENT 51124,ME,ME-RO,RO,ME-RO-511-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770611042,ROULEMENT 51126,ME,ME-RO,RO,ME-RO-511-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770612017,ROULEMENT 51104,ME,ME-RO,RO,ME-RO-511-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770612037,ROULEMENT 51308,ME,ME-RO,RO,ME-RO-513-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770613225,ROULEMENT 3309 A/C3,ME,ME-RO,RO,ME-RO-045-009,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770633019,ROULEMENT 53305,ME,ME-RO,RO,ME-RO-533-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
770756029,ROULEMENT 2313,ME,ME-RO,RO,ME-RO-065-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771103030,ROULEMENT 21314,ME,ME-RO,RO,ME-RO-213-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771103031,ROULEMENT 21315,ME,ME-RO,RO,ME-RO-213-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771103032,ROULEMENT 21317,ME,ME-RO,RO,ME-RO-213-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771103033,ROULEMENT 21318,ME,ME-RO,RO,ME-RO-213-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771122026,ROULEMENT 22210 E,ME,ME-RO,RO,ME-RO-222-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771122027,ROULEMENT 22212 E,ME,ME-RO,RO,ME-RO-222-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771122028,ROULEMENT 22211 E,ME,ME-RO,RO,ME-RO-222-008,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771122029,ROULEMENT 22213 E,ME,ME-RO,RO,ME-RO-222-009,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771122030,ROULEMENT 22214 E,ME,ME-RO,RO,ME-RO-222-010,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771122033,ROULEMENT 22217 E,ME,ME-RO,RO,ME-RO-222-011,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771122035,ROULEMENT 22218 CC,ME,ME-RO,RO,ME-RO-222-012,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771123025,ROULEMENT 22309 E,ME,ME-RO,RO,ME-RO-223-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771123027,ROULEMENT 22311E050601009 ATLA,ME,ME-RO,RO,ME-RO-223-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771123028,ROULEMENT 22313 CC,ME,ME-RO,RO,ME-RO-223-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771123030,ROULEMENT 22314 E,ME,ME-RO,RO,ME-RO-223-008,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771123031,ROULEMENT 22315,ME,ME-RO,RO,ME-RO-223-009,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771123034,ROULEMENT 22318 E,ME,ME-RO,RO,ME-RO-223-010,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771129019,ROULEMENT 2305,ME,ME-RO,RO,ME-RO-025-010,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771130024,ROULEMENT 23024,ME,ME-RO,RO,ME-RO-230-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771130034,ROULEMENT 23030 CC/W33,ME,ME-RO,RO,ME-RO-230-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771130035,ROULEMENT 23122 CC/W33,ME,ME-RO,RO,ME-RO-231-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771130040,ROULEMENT 23218 CC/W33,ME,ME-RO,RO,ME-RO-232-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771130041,ROULEMENT 23222C (BEARING),ME,ME-RO,RO,ME-RO-232-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771156015,ROULEMENT 23936CC/W33,ME,ME-RO,RO,ME-RO-239-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202016,BEARING ROULEMENT NU-211ECP SKF ATLASCOPCO GA-30 MAINTENANCE,ME,ME-RO,RO,ME-RO-211-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202017,BEARING ROULEMENT NU-207EC SKF ATLASCOPCO GA30 MAINTENANCE,ME,ME-RO,RO,ME-RO-207-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202021,INSERT BEARING YAR 208-2RF,ME,ME-RO,RO,ME-RO-208-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202022,ROULEMENT NU 208,ME,ME-RO,RO,ME-RO-208-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202024,ROULEMENT YAR 209-2F,ME,ME-RO,RO,ME-RO-209-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202029,ROULEMENT NU 213 ECP0508110085,ME,ME-RO,RO,ME-RO-213-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202123,BEARING SKF QJ307 MA ROULEMENT  FOR AIR COMPRESSOR,ME,ME-RO,RO,ME-RO-QJ3-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202124,BEARING SKF 2206 EC ROULEMENT  FOR AIR COMPRESSOR,ME,ME-RO,RO,ME-RO-030-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771202125,BEARING SKF NU 307 ECJ ROULEMENT  FOR AIR COMPRESSOR,ME,ME-RO,RO,ME-RO-307-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203019,ROULEMENT SKF NU 305 ECP,ME,ME-RO,RO,ME-RO-305-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203023,ROULEMENT NU 307 ECP,ME,ME-RO,RO,ME-RO-307-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203024,ROULEMENT NU 308 ECP,ME,ME-RO,RO,ME-RO-308-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203025,ROULEMENT SKF NU 309  ECP,ME,ME-RO,RO,ME-RO-309-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203027,ROULEMENT SKF NU 310 ECP,ME,ME-RO,RO,ME-RO-310-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203029,ROULEMENT SKF NJ 309 ECP,ME,ME-RO,RO,ME-RO-309-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203031,ROULEMENT NJ 208 ECP,ME,ME-RO,RO,ME-RO-208-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203034,ROULEMENT SKF NJ 314 ECP,ME,ME-RO,RO,ME-RO-314-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203119,ROULEMENT SKF NU 305 ECJ,ME,ME-RO,RO,ME-RO-305-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203120,ROULEMENT SKF N 309 ECP,ME,ME-RO,RO,ME-RO-309-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771203121,ROLLEMENT SKF NJ 305 ECP APPLICATOR SLEEVING MACHINE  MOTOR COSMATIC PLANT,EL,EL-MO,MO,EL-MO-ROL-002,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
771204023,ROULEMENT NJ 308 ECJ,ME,ME-RO,RO,ME-RO-308-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771204024,ROULEMENT HR 32007 X,ME,ME-RO,RO,ME-RO-320-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771222005,ROULEMENT NK 22/30,ME,ME-RO,RO,ME-RO-220-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771222006,ROULEMENT NKS 22,ME,ME-RO,RO,ME-RO-220-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771222007,ROULEMENT NK 16/16,ME,ME-RO,RO,ME-RO-160-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771222034,ROULEMENT 22208,ME,ME-RO,RO,ME-RO-222-013,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771223024,ROULEMENT NU 2308 ECP,ME,ME-RO,RO,ME-RO-040-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771223026,ROULEMENT 22310,ME,ME-RO,RO,ME-RO-223-011,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771223030,ROULEMENT NU 2214 ECP,ME,ME-RO,RO,ME-RO-070-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771229023,ROULEMENT 2308,ME,ME-RO,RO,ME-RO-040-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771521006,ROULEMENT HK 1010,ME,ME-RO,RO,ME-RO-101-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771602021,ROULEMENT 30205  J2/Q,ME,ME-RO,RO,ME-RO-302-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771602023,ROULEMENT 30207 J2/Q,ME,ME-RO,RO,ME-RO-302-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771602025,ROULEMENT 30210,ME,ME-RO,RO,ME-RO-302-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771602029,ROULEMENT 30213,ME,ME-RO,RO,ME-RO-302-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771602209,ROULEMENT 30209MH55300011,ME,ME-RO,RO,ME-RO-302-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771603003,ROULEMENT 30303 J2,ME,ME-RO,RO,ME-RO-303-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771603004,ROULEMENT 30304 J2/Q,ME,ME-RO,RO,ME-RO-303-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771603008,ROULEMENT 30308 J2/Q,ME,ME-RO,RO,ME-RO-303-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771603205,ROULEMENT 32205,ME,ME-RO,RO,ME-RO-322-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771603206,BEARING HR 32206J LATHE MACH. BHAVYA LATHE MACHINE N° 3050-4,ME,ME-RO,RO,ME-RO-322-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771603207,ROULEMENT 32207 MH55300010,ME,ME-RO,RO,ME-RO-322-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771603208,ROULEMENT 32208,ME,ME-RO,RO,ME-RO-322-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771622002,ROULEMENT 32010 X1Q,ME,ME-RO,RO,ME-RO-320-008,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771622003,ROULEMENT 32006 X/Q,ME,ME-RO,RO,ME-RO-320-009,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771622024,ROULEMENT 30228 J2,ME,ME-RO,RO,ME-RO-302-008,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771622031,ROULEMENT 32212/Q,ME,ME-RO,RO,ME-RO-322-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771622033,ROULEMENT 32216/J2,ME,ME-RO,RO,ME-RO-322-008,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771622040,ROULEMENT 32040 X,ME,ME-RO,RO,ME-RO-320-010,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771710140,ROULEMENT 29322 E,ME,ME-RO,RO,ME-RO-293-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771710146,ROULEMENT 29426 E,ME,ME-RO,RO,ME-RO-294-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771710432,ROULEMENT 29432,ME,ME-RO,RO,ME-RO-294-005,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771824033,ROULEMENT 29417 E,ME,ME-RO,RO,ME-RO-294-006,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
771824034,ROULEMENT 29415 X LIFE E1 H142,ME,ME-RO,RO,ME-RO-294-007,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
772103132,ROULEMENT 22216 E SPHERICAL RO,ME,ME-RO,RO,ME-RO-222-014,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
772103135,ROULEMENT 22218 E(WITH CYLINDR,ME,ME-RO,RO,ME-RO-222-015,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
772103137,22218CK/EK SPHERICAL ROLR BRNG BEARING FOR BOILER CIRC PUMP SKF MAKE 22218CK/EK,ME,ME-RO,RO,ME-RO-222-016,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
772112500,Palier SKF FYT 30 / Bearing & housing SKF FYT 30,ME,ME-RO,RO,ME-RO-300-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
772801212,ROULEMENT LRJ 2 1/2,ME,ME-RO,RO,ME-RO-001-004,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
773005097,COURROIE TYPE A 38,ME,ME-CO,CO,ME-CO-A38-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
773005101,COURROIE TYPE A 40,ME,ME-CO,CO,ME-CO-A40-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
773005104,COURROIE TYPE A 43,ME,ME-CO,CO,ME-CO-A43-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
